id,name,artists,genre,popularity,duration_ms,features,detail
2ZasiWJeuLtrYEl3O02O78,Collisions,['Bonnie Grace'],,28.0,,"{'tempo': 112.35, 'key': 8, 'mode': 0, 'key_confidence': 0.62, 'energy': 0.26, 'danceability': 0.39, 'valence': 0.26, 'instrumentalness': 0.8, 'acousticness': 0.98, 'loudness': 0.32, 'segments': {'count': 55, 'average_duration': 0.53}, 'beats': {'count': 55, 'regularity': 0.88}}",
6vdlfweskDwbacC8dBxFs0,Lonely Boy,['Sex Pistols'],rock,42.0,181880.0,"{'tempo': 143.55, 'key': 4, 'mode': 1, 'key_confidence': 0.61, 'energy': 0.35, 'danceability': 0.46, 'valence': 0.76, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.19, 'segments': {'count': 67, 'average_duration': 0.42}, 'beats': {'count': 67, 'regularity': 0.88}}",
4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,['MGMT'],alternative,81.0,261000.0,"{'tempo': 101.33, 'key': 2, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.36, 'danceability': 0.42, 'valence': 0.79, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.19, 'segments': {'count': 49, 'average_duration': 0.59}, 'beats': {'count': 49, 'regularity': 0.91}}",
2OrM9Dz171ht7Rd1xZjPxB,One day （第459話〜492話 OP),['Muray'],,48.0,,"{'tempo': 89.1, 'key': 6, 'mode': 1, 'key_confidence': 0.69, 'energy': 0.35, 'danceability': 0.53, 'valence': 0.79, 'instrumentalness': 0.77, 'acousticness': 0.93, 'loudness': 0.27, 'segments': {'count': 11, 'average_duration': 0.67}, 'beats': {'count': 11, 'regularity': 0.9}}",
4PDjsCFzjmiOTPA2F4r2Qb,(I Am Taking Out My Eurotrash) I Still Get Rocks Off,['Blonde Redhead'],indie pop,27.0,220666.0,"{'tempo': 143.55, 'key': 3, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.34, 'danceability': 0.46, 'valence': 0.78, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.21, 'segments': {'count': 70, 'average_duration': 0.42}, 'beats': {'count': 70, 'regularity': 0.91}}",
60MjXOSuE6NQoxlOcEe4FW,Silently,['Blonde Redhead'],indie pop,36.0,237226.0,"{'tempo': 120.19, 'key': 8, 'mode': 0, 'key_confidence': 0.66, 'energy': 0.33, 'danceability': 0.49, 'valence': 0.49, 'instrumentalness': 0.76, 'acousticness': 0.95, 'loudness': 0.29, 'segments': {'count': 55, 'average_duration': 0.5}, 'beats': {'count': 55, 'regularity': 0.97}}",
0rk2mVmQWd0mMQWZZRXtfe,Where Did Your Love Go?,['Dawid Podsiadło'],pop,51.0,,"{'tempo': 123.05, 'key': 6, 'mode': 1, 'key_confidence': 0.49, 'energy': 0.34, 'danceability': 0.44, 'valence': 0.74, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.19, 'segments': {'count': 60, 'average_duration': 0.49}, 'beats': {'count': 60, 'regularity': 0.93}}",
4oguhUGuMDBEKdxhtTXNMy,Little Trouble Girl,"['Kim Deal', 'Sonic Youth']",pop,48.0,267160.0,"{'tempo': 107.67, 'key': 9, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.33, 'danceability': 0.43, 'valence': 0.7, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.2, 'segments': {'count': 48, 'average_duration': 0.56}, 'beats': {'count': 48, 'regularity': 0.85}}",
2XMwak0QKaukNo502mcufY,Sight of You,['Pale Saints'],,0.0,,"{'tempo': 123.05, 'key': 9, 'mode': 1, 'key_confidence': 0.73, 'energy': 0.37, 'danceability': 0.53, 'valence': 0.77, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.06, 'segments': {'count': 31, 'average_duration': 0.49}, 'beats': {'count': 31, 'regularity': 0.93}}",
1LzNfuep1bnAUR9skqdHCK,Fade Into You,['Mazzy Star'],pop,87.0,295600.0,"{'tempo': 161.5, 'key': 9, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.31, 'danceability': 0.47, 'valence': 0.81, 'instrumentalness': 0.77, 'acousticness': 0.95, 'loudness': 0.36, 'segments': {'count': 74, 'average_duration': 0.37}, 'beats': {'count': 74, 'regularity': 0.93}}",
2hXPmiqKdXcbV0L1VKnTDN,最高到達点,['SEKAI NO OWARI'],pop,66.0,227469.0,"{'tempo': 132.51, 'key': 8, 'mode': 0, 'key_confidence': 0.64, 'energy': 0.33, 'danceability': 0.51, 'valence': 0.5, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.26, 'segments': {'count': 60, 'average_duration': 0.45}, 'beats': {'count': 60, 'regularity': 0.95}}",
015SmK4Fvjv13dVwtGoMC0,Dirge,['Death In Vegas'],electronic,48.0,343866.0,"{'tempo': 107.67, 'key': 3, 'mode': 1, 'key_confidence': 0.89, 'energy': 0.38, 'danceability': 0.43, 'valence': 0.78, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.11, 'segments': {'count': 45, 'average_duration': 0.56}, 'beats': {'count': 45, 'regularity': 0.85}}",
5gRcv46AMTrosmTOqrOV3Q,Dumb,['Nirvana'],rock,76.0,151893.0,"{'tempo': 112.35, 'key': 11, 'mode': 1, 'key_confidence': 0.69, 'energy': 0.3, 'danceability': 0.41, 'valence': 0.71, 'instrumentalness': 0.78, 'acousticness': 0.97, 'loudness': 0.33, 'segments': {'count': 53, 'average_duration': 0.53}, 'beats': {'count': 53, 'regularity': 0.93}}",
5Jwajocn1leNg7A3310iFB,Bene Gesserit,['Hans Zimmer'],german,46.0,234480.0,"{'tempo': 117.45, 'key': 3, 'mode': 1, 'key_confidence': 0.79, 'energy': 0.25, 'danceability': 0.42, 'valence': 0.62, 'instrumentalness': 0.81, 'acousticness': 0.96, 'loudness': 0.58, 'segments': {'count': 55, 'average_duration': 0.51}, 'beats': {'count': 55, 'regularity': 0.85}}",
2n6INaoriu8nmgo4aDwexs,Always Sad,['The Jesus and Mary Chain'],punk-rock,28.0,175266.0,"{'tempo': 123.05, 'key': 7, 'mode': 1, 'key_confidence': 0.71, 'energy': 0.35, 'danceability': 0.38, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.25, 'segments': {'count': 60, 'average_duration': 0.49}, 'beats': {'count': 60, 'regularity': 0.94}}",
0MiX0kgljysWBvfwOlGGWN,Bright,['東京酒吐座(Tokyo Shoegazer)'],,39.0,,"{'tempo': 129.2, 'key': 8, 'mode': 0, 'key_confidence': 0.73, 'energy': 0.35, 'danceability': 0.4, 'valence': 0.45, 'instrumentalness': 0.73, 'acousticness': 0.98, 'loudness': 0.16, 'segments': {'count': 64, 'average_duration': 0.46}, 'beats': {'count': 64, 'regularity': 0.88}}",
6987QQm1UGiJjFrpXmFPBq,Aisha,['Death In Vegas'],trip-hop,39.0,352826.0,"{'tempo': 103.36, 'key': 4, 'mode': 0, 'key_confidence': 0.6, 'energy': 0.36, 'danceability': 0.47, 'valence': 0.49, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.15, 'segments': {'count': 50, 'average_duration': 0.58}, 'beats': {'count': 50, 'regularity': 0.92}}",
3TSe07q4ZTuJFrw6S4K8ij,OVER THE TOP,['Hiroshi Kitadani'],,56.0,,"{'tempo': 105.47, 'key': 0, 'mode': 0, 'key_confidence': 0.49, 'energy': 0.38, 'danceability': 0.41, 'valence': 0.49, 'instrumentalness': 0.74, 'acousticness': 0.94, 'loudness': 0.14, 'segments': {'count': 50, 'average_duration': 0.57}, 'beats': {'count': 50, 'regularity': 0.88}}",
7lms9ggtsnqSsMpwoHRuuv,Surfin' USA - April Outtake,['The Jesus and Mary Chain'],indie pop,20.0,178233.0,"{'tempo': 105.47, 'key': 4, 'mode': 1, 'key_confidence': 0.71, 'energy': 0.4, 'danceability': 0.47, 'valence': 0.79, 'instrumentalness': 0.73, 'acousticness': 0.93, 'loudness': 0.06, 'segments': {'count': 1, 'average_duration': 0.57}, 'beats': {'count': 1, 'regularity': 0.0}}",
46bTgJAQkrkNRxMuFnpRyD,Karmacoma,['Massive Attack'],,1.0,,"{'tempo': 139.67, 'key': 11, 'mode': 0, 'key_confidence': 0.7, 'energy': 0.3, 'danceability': 0.52, 'valence': 0.5, 'instrumentalness': 0.79, 'acousticness': 0.95, 'loudness': 0.39, 'segments': {'count': 63, 'average_duration': 0.43}, 'beats': {'count': 63, 'regularity': 0.96}}",
0tRvtDFfsSd05zaJXHrdap,Moondive,['東京酒吐座(Tokyo Shoegazer)'],,33.0,,"{'tempo': 143.55, 'key': 0, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.38, 'danceability': 0.42, 'valence': 0.8, 'instrumentalness': 0.72, 'acousticness': 0.96, 'loudness': 0.11, 'segments': {'count': 67, 'average_duration': 0.42}, 'beats': {'count': 67, 'regularity': 0.89}}",
3OHevW2cUT176DXWV0lHg9,A Wolf At the Door,['Radiohead'],alt-rock,62.0,201333.0,"{'tempo': 143.55, 'key': 9, 'mode': 1, 'key_confidence': 0.75, 'energy': 0.35, 'danceability': 0.47, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.17, 'segments': {'count': 67, 'average_duration': 0.42}, 'beats': {'count': 67, 'regularity': 0.91}}",
3cp8xX1N5jewfKU2oY2Y08,Under the Sun,['DIIV'],indie pop,53.0,226999.0,"{'tempo': 103.36, 'key': 4, 'mode': 1, 'key_confidence': 0.95, 'energy': 0.3, 'danceability': 0.38, 'valence': 0.66, 'instrumentalness': 0.77, 'acousticness': 0.99, 'loudness': 0.23, 'segments': {'count': 49, 'average_duration': 0.58}, 'beats': {'count': 49, 'regularity': 0.89}}",
0KGMh1F7opQCEPbgVennOU,Nobody Loves You Like I Do,['Splashh'],,13.0,,"{'tempo': 82.03, 'key': 6, 'mode': 1, 'key_confidence': 0.66, 'energy': 0.35, 'danceability': 0.46, 'valence': 0.75, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.21, 'segments': {'count': 1, 'average_duration': 0.73}, 'beats': {'count': 1, 'regularity': 0.0}}",
2o367zsjhtv6PvN8NXq4Ig,Pink Sky,['Loma'],folk,44.0,200284.0,"{'tempo': 152.0, 'key': 0, 'mode': 1, 'key_confidence': 0.71, 'energy': 0.23, 'danceability': 0.5, 'valence': 0.6, 'instrumentalness': 0.83, 'acousticness': 0.98, 'loudness': 0.51, 'segments': {'count': 70, 'average_duration': 0.39}, 'beats': {'count': 70, 'regularity': 0.93}}",
2DxzaQkGr9pQ0nDiijv0wo,Kimi Ga Suki da to Sakebitai,['Mortanius'],,35.0,,"{'tempo': 143.55, 'key': 9, 'mode': 0, 'key_confidence': 0.57, 'energy': 0.36, 'danceability': 0.51, 'valence': 0.5, 'instrumentalness': 0.74, 'acousticness': 0.94, 'loudness': 0.22, 'segments': {'count': 65, 'average_duration': 0.42}, 'beats': {'count': 65, 'regularity': 0.97}}",
12MSmLSGPWulxOPvYBy5Ss,memories,['Maki Otsuki'],,62.0,,"{'tempo': 132.51, 'key': 4, 'mode': 1, 'key_confidence': 0.59, 'energy': 0.4, 'danceability': 0.48, 'valence': 0.8, 'instrumentalness': 0.74, 'acousticness': 0.94, 'loudness': 0.08, 'segments': {'count': 64, 'average_duration': 0.45}, 'beats': {'count': 64, 'regularity': 0.92}}",
0l2Ob0zMIQ21gJn642HyQ1,0% Angel,['Mr.Kitty'],,60.0,,"{'tempo': 136.0, 'key': 3, 'mode': 1, 'key_confidence': 0.61, 'energy': 0.32, 'danceability': 0.6, 'valence': 0.8, 'instrumentalness': 0.77, 'acousticness': 0.97, 'loudness': 0.27, 'segments': {'count': 32, 'average_duration': 0.44}, 'beats': {'count': 32, 'regularity': 0.93}}",
27pcK7Kva8Wk3DM7j5dUrJ,鴿哨,['缺省'],,48.0,,"{'tempo': 123.05, 'key': 4, 'mode': 1, 'key_confidence': 0.8, 'energy': 0.36, 'danceability': 0.48, 'valence': 0.73, 'instrumentalness': 0.73, 'acousticness': 0.97, 'loudness': 0.08, 'segments': {'count': 29, 'average_duration': 0.49}, 'beats': {'count': 29, 'regularity': 0.9}}",
1DadkoAI2gicYJfindPY20,Wonderwall,['Oasis'],,54.0,,"{'tempo': 117.45, 'key': 4, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.34, 'danceability': 0.47, 'valence': 0.79, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.22, 'segments': {'count': 43, 'average_duration': 0.51}, 'beats': {'count': 43, 'regularity': 0.9}}",
2BndJYJQ17UcEeUFJP5JmY,Paradise Circus,"['Hope Sandoval', 'Massive Attack']",downtempo,67.0,297774.0,"{'tempo': 136.0, 'key': 7, 'mode': 1, 'key_confidence': 0.53, 'energy': 0.27, 'danceability': 0.48, 'valence': 0.66, 'instrumentalness': 0.81, 'acousticness': 0.96, 'loudness': 0.39, 'segments': {'count': 64, 'average_duration': 0.44}, 'beats': {'count': 64, 'regularity': 0.95}}",
1iMiDCOk9e2yxwaM38Z346,Radiation Ruling The Nation (Protection),"['Mad Professor', 'Massive Attack', 'Tracey Thorn']",trip-hop,39.0,515106.0,"{'tempo': 112.35, 'key': 6, 'mode': 0, 'key_confidence': 0.81, 'energy': 0.3, 'danceability': 0.41, 'valence': 0.49, 'instrumentalness': 0.73, 'acousticness': 0.96, 'loudness': 0.32, 'segments': {'count': 54, 'average_duration': 0.53}, 'beats': {'count': 54, 'regularity': 0.86}}",
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,['Eagles'],rock,88.0,391376.0,"{'tempo': 147.66, 'key': 6, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.34, 'danceability': 0.53, 'valence': 0.8, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.18, 'segments': {'count': 69, 'average_duration': 0.41}, 'beats': {'count': 69, 'regularity': 0.93}}",
7GHuUOLmrQhawHvxLkrZqO,In Undertow,['Alvvays'],,0.0,,"{'tempo': 117.45, 'key': 1, 'mode': 0, 'key_confidence': 0.65, 'energy': 0.38, 'danceability': 0.46, 'valence': 0.49, 'instrumentalness': 0.73, 'acousticness': 0.95, 'loudness': 0.13, 'segments': {'count': 52, 'average_duration': 0.51}, 'beats': {'count': 52, 'regularity': 0.92}}",
23phSRwoMy48rwFpmuAP8q,残酷な天使のテーゼ,['Yoko Takahashi'],anime,61.0,247746.0,"{'tempo': 129.2, 'key': 10, 'mode': 0, 'key_confidence': 0.61, 'energy': 0.33, 'danceability': 0.46, 'valence': 0.5, 'instrumentalness': 0.76, 'acousticness': 0.95, 'loudness': 0.28, 'segments': {'count': 64, 'average_duration': 0.46}, 'beats': {'count': 64, 'regularity': 0.95}}",
681IStb6W1wvpr5XVqe9mP,Lust Of The Libertines,['The Libertines'],,2.0,,"{'tempo': 129.2, 'key': 9, 'mode': 0, 'key_confidence': 0.61, 'energy': 0.34, 'danceability': 0.47, 'valence': 0.5, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.26, 'segments': {'count': 61, 'average_duration': 0.46}, 'beats': {'count': 61, 'regularity': 0.88}}",
7CxWV8fI9xq2MjK1OPmSlc,All Things Pass,['The Jesus and Mary Chain'],punk-rock,36.0,275600.0,"{'tempo': 132.51, 'key': 4, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.38, 'danceability': 0.42, 'valence': 0.8, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.21, 'segments': {'count': 66, 'average_duration': 0.45}, 'beats': {'count': 66, 'regularity': 0.93}}",
5vHLwhxxlGzmClMcxRRFPr,Lithium,['Nirvana'],rock,76.0,257053.0,"{'tempo': 123.05, 'key': 9, 'mode': 0, 'key_confidence': 0.6, 'energy': 0.36, 'danceability': 0.47, 'valence': 0.49, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.2, 'segments': {'count': 60, 'average_duration': 0.49}, 'beats': {'count': 60, 'regularity': 0.91}}",
60tCJXhDZPIileGFqcpY7k,"Reflection, Pt.1",['SHAO'],,7.0,,"{'tempo': 123.05, 'key': 2, 'mode': 1, 'key_confidence': 0.93, 'energy': 0.24, 'danceability': 0.53, 'valence': 0.7, 'instrumentalness': 0.81, 'acousticness': 0.98, 'loudness': 0.4, 'segments': {'count': 44, 'average_duration': 0.49}, 'beats': {'count': 44, 'regularity': 0.93}}",
2dUIvQRy9wfxNVcm0JLwNm,Cloud Memory,['Jim Perkins'],ambient,41.0,117585.0,"{'tempo': 152.0, 'key': 2, 'mode': 1, 'key_confidence': 0.74, 'energy': 0.2, 'danceability': 0.42, 'valence': 0.53, 'instrumentalness': 0.86, 'acousticness': 0.99, 'loudness': 0.56, 'segments': {'count': 72, 'average_duration': 0.39}, 'beats': {'count': 72, 'regularity': 0.89}}",
6percMBXinlT4Bbfm0fMrt,Girl 71,['The Jesus and Mary Chain'],punk-rock,17.0,,"{'tempo': 126.05, 'key': 4, 'mode': 1, 'key_confidence': 0.77, 'energy': 0.36, 'danceability': 0.46, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.22, 'segments': {'count': 61, 'average_duration': 0.48}, 'beats': {'count': 61, 'regularity': 0.94}}",
1SlaYIznNpoMqq407EL9NR,me and jesse [part one],['Robert Paul Corless'],,24.0,,"{'tempo': 120.19, 'key': 5, 'mode': 0, 'key_confidence': 0.35, 'energy': 0.12, 'danceability': 0.81, 'valence': 0.51, 'instrumentalness': 0.96, 'acousticness': 0.89, 'loudness': 0.64, 'segments': {'count': 1, 'average_duration': 0.5}, 'beats': {'count': 1, 'regularity': 0.0}}",
63OQupATfueTdZMWTxW03A,Karma Police,['Radiohead'],indie,84.0,264066.0,"{'tempo': 152.0, 'key': 9, 'mode': 1, 'key_confidence': 0.57, 'energy': 0.34, 'danceability': 0.48, 'valence': 0.8, 'instrumentalness': 0.76, 'acousticness': 0.95, 'loudness': 0.29, 'segments': {'count': 71, 'average_duration': 0.39}, 'beats': {'count': 71, 'regularity': 0.93}}",
5XJTR5GGKCSA70kteXfXHD,Astro Boy,['Blonde Redhead'],indie pop,25.0,259066.0,"{'tempo': 123.05, 'key': 9, 'mode': 1, 'key_confidence': 0.79, 'energy': 0.34, 'danceability': 0.45, 'valence': 0.74, 'instrumentalness': 0.76, 'acousticness': 0.95, 'loudness': 0.21, 'segments': {'count': 62, 'average_duration': 0.49}, 'beats': {'count': 62, 'regularity': 0.87}}",
4IvZLDtwBHmBmwgDIUbuwa,Here Comes Your Man,['Pixies'],alternative,74.0,201186.0,"{'tempo': 123.05, 'key': 9, 'mode': 1, 'key_confidence': 0.64, 'energy': 0.37, 'danceability': 0.48, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.17, 'segments': {'count': 60, 'average_duration': 0.49}, 'beats': {'count': 60, 'regularity': 0.94}}",
702Gf3Gh3NsC1KbCFrlrpe,The Concept,['Teenage Fanclub'],,41.0,,"{'tempo': 112.35, 'key': 2, 'mode': 1, 'key_confidence': 0.52, 'energy': 0.35, 'danceability': 0.46, 'valence': 0.77, 'instrumentalness': 0.74, 'acousticness': 0.97, 'loudness': 0.15, 'segments': {'count': 55, 'average_duration': 0.53}, 'beats': {'count': 55, 'regularity': 0.91}}",
3ufd3sHwMInffvsOuoSYNA,Carolyn's Song - Remastered,['This Mortal Coil'],,17.0,,"{'tempo': 123.05, 'key': 8, 'mode': 0, 'key_confidence': 0.52, 'energy': 0.27, 'danceability': 0.39, 'valence': 0.36, 'instrumentalness': 0.75, 'acousticness': 0.99, 'loudness': 0.27, 'segments': {'count': 60, 'average_duration': 0.49}, 'beats': {'count': 60, 'regularity': 0.9}}",
1lpFrMW1eAqjRGJG9Q2JWa,Coast to Coast,['The Jesus and Mary Chain'],indie pop,29.0,253466.0,"{'tempo': 147.66, 'key': 4, 'mode': 0, 'key_confidence': 0.69, 'energy': 0.41, 'danceability': 0.62, 'valence': 0.51, 'instrumentalness': 0.75, 'acousticness': 0.92, 'loudness': 0.05, 'segments': {'count': 3, 'average_duration': 0.41}, 'beats': {'count': 3, 'regularity': 0.83}}",
2TacldfE3yIAn7ObWdOcVw,Żmije,['Weljar'],,34.0,,"{'tempo': 99.38, 'key': 3, 'mode': 0, 'key_confidence': 0.6, 'energy': 0.33, 'danceability': 0.41, 'valence': 0.43, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.21, 'segments': {'count': 48, 'average_duration': 0.6}, 'beats': {'count': 48, 'regularity': 0.94}}",
6UMzI1sKykfVXifOO4Mbnp,Down Under,['Blonde Redhead'],indie pop,17.0,249133.0,"{'tempo': 117.45, 'key': 1, 'mode': 0, 'key_confidence': 0.63, 'energy': 0.32, 'danceability': 0.46, 'valence': 0.42, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.2, 'segments': {'count': 55, 'average_duration': 0.51}, 'beats': {'count': 55, 'regularity': 0.91}}",
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),['Kate Bush'],piano,84.0,298933.0,"{'tempo': 107.67, 'key': 0, 'mode': 0, 'key_confidence': 0.64, 'energy': 0.33, 'danceability': 0.4, 'valence': 0.43, 'instrumentalness': 0.76, 'acousticness': 0.97, 'loudness': 0.21, 'segments': {'count': 53, 'average_duration': 0.56}, 'beats': {'count': 53, 'regularity': 0.91}}",
7gyV3wYtZoJIrSdzNLjYvj,Mysteries,"['Beth Gibbons', 'Rustin Man']",trip-hop,48.0,278466.0,"{'tempo': 103.36, 'key': 9, 'mode': 0, 'key_confidence': 0.43, 'energy': 0.25, 'danceability': 0.42, 'valence': 0.37, 'instrumentalness': 0.8, 'acousticness': 0.97, 'loudness': 0.45, 'segments': {'count': 50, 'average_duration': 0.58}, 'beats': {'count': 50, 'regularity': 0.87}}",
4aIBSRXsCffmIE9efBkuNK,Arrhythmia,['Loma'],folk,38.0,232580.0,"{'tempo': 120.19, 'key': 2, 'mode': 0, 'key_confidence': 0.62, 'energy': 0.31, 'danceability': 0.45, 'valence': 0.38, 'instrumentalness': 0.77, 'acousticness': 0.98, 'loudness': 0.29, 'segments': {'count': 58, 'average_duration': 0.5}, 'beats': {'count': 58, 'regularity': 0.92}}",
1JekRMGQ8iN4G1AAdh0SBa,Enjoy the Silence,['Depeche Mode'],dance,70.0,372826.0,"{'tempo': 152.0, 'key': 3, 'mode': 0, 'key_confidence': 0.62, 'energy': 0.36, 'danceability': 0.53, 'valence': 0.51, 'instrumentalness': 0.77, 'acousticness': 0.94, 'loudness': 0.2, 'segments': {'count': 41, 'average_duration': 0.39}, 'beats': {'count': 41, 'regularity': 0.93}}",
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,"['Alicia Keys', 'JAY-Z']",hip-hop,85.0,276920.0,"{'tempo': 86.13, 'key': 10, 'mode': 0, 'key_confidence': 0.69, 'energy': 0.35, 'danceability': 0.45, 'valence': 0.49, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.25, 'segments': {'count': 42, 'average_duration': 0.7}, 'beats': {'count': 42, 'regularity': 0.91}}",
16EKGMPGE3f6X3p18CjtkB,The Thing,['Pixies'],rock,60.0,118933.0,"{'tempo': 109.96, 'key': 7, 'mode': 1, 'key_confidence': 0.76, 'energy': 0.38, 'danceability': 0.44, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.17, 'segments': {'count': 53, 'average_duration': 0.55}, 'beats': {'count': 53, 'regularity': 0.94}}",
7bu0znpSbTks0O6I98ij0W,"Tonight, Tonight - Remastered 2012",['The Smashing Pumpkins'],metal,71.0,254626.0,"{'tempo': 152.0, 'key': 1, 'mode': 0, 'key_confidence': 0.67, 'energy': 0.35, 'danceability': 0.47, 'valence': 0.5, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.19, 'segments': {'count': 72, 'average_duration': 0.39}, 'beats': {'count': 72, 'regularity': 0.93}}",
7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,['The Chemical Brothers'],electronic,68.0,290493.0,"{'tempo': 126.05, 'key': 9, 'mode': 0, 'key_confidence': 0.79, 'energy': 0.37, 'danceability': 0.47, 'valence': 0.5, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.22, 'segments': {'count': 62, 'average_duration': 0.48}, 'beats': {'count': 62, 'regularity': 0.94}}",
2Tz5THgkMOQeaW6DlqAlIa,Man Next Door,"['Horace Andy', 'Massive Attack']",downtempo,55.0,356266.0,"{'tempo': 129.2, 'key': 10, 'mode': 0, 'key_confidence': 0.64, 'energy': 0.3, 'danceability': 0.48, 'valence': 0.4, 'instrumentalness': 0.77, 'acousticness': 0.98, 'loudness': 0.31, 'segments': {'count': 59, 'average_duration': 0.46}, 'beats': {'count': 59, 'regularity': 0.93}}",
3pOZSiqMwaRxtW0I4oQmtz,Stand by Me,['Oasis'],,49.0,,"{'tempo': 172.27, 'key': 2, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.4, 'danceability': 0.57, 'valence': 0.81, 'instrumentalness': 0.72, 'acousticness': 0.94, 'loudness': 0.04, 'segments': {'count': 64, 'average_duration': 0.35}, 'beats': {'count': 64, 'regularity': 0.94}}",
3ZZq9396zv8pcn5GYVhxUi,Down Under,['Men At Work'],rock,81.0,222320.0,"{'tempo': 107.67, 'key': 2, 'mode': 1, 'key_confidence': 0.55, 'energy': 0.33, 'danceability': 0.45, 'valence': 0.79, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.25, 'segments': {'count': 54, 'average_duration': 0.56}, 'beats': {'count': 54, 'regularity': 0.94}}",
4y6aEDPYJ2ObOWoDL84W9u,Atlas Air,['Massive Attack'],downtempo,47.0,471528.0,"{'tempo': 105.47, 'key': 1, 'mode': 0, 'key_confidence': 0.76, 'energy': 0.28, 'danceability': 0.44, 'valence': 0.46, 'instrumentalness': 0.79, 'acousticness': 0.96, 'loudness': 0.38, 'segments': {'count': 51, 'average_duration': 0.57}, 'beats': {'count': 51, 'regularity': 0.94}}",
5Ext9ObPEi7wIcv5AiQWJy,Superstar,['Sonic Youth'],pop,58.0,246000.0,"{'tempo': 92.29, 'key': 5, 'mode': 0, 'key_confidence': 0.63, 'energy': 0.33, 'danceability': 0.42, 'valence': 0.45, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.24, 'segments': {'count': 43, 'average_duration': 0.65}, 'beats': {'count': 43, 'regularity': 0.86}}",
04Me7GXTY03245nMR0YRGI,Fanfares And Flowers,['Mikolai Stroinski'],,53.0,,"{'tempo': 136.0, 'key': 2, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.28, 'danceability': 0.48, 'valence': 0.65, 'instrumentalness': 0.78, 'acousticness': 0.98, 'loudness': 0.34, 'segments': {'count': 66, 'average_duration': 0.44}, 'beats': {'count': 66, 'regularity': 0.93}}",
4pte5zYqZhSM5OzXoVTNUA,Out of Step,['Amaranth Cove'],chill out,28.0,,"{'tempo': 161.5, 'key': 6, 'mode': 1, 'key_confidence': 0.66, 'energy': 0.21, 'danceability': 0.54, 'valence': 0.56, 'instrumentalness': 0.88, 'acousticness': 0.98, 'loudness': 0.5, 'segments': {'count': 73, 'average_duration': 0.37}, 'beats': {'count': 73, 'regularity': 0.96}}",
5DafVYjXPoRy3yEkFtbF8s,Hands Around My Throat - D.I.V.,['Death In Vegas'],trip-hop,40.0,307466.0,"{'tempo': 129.2, 'key': 9, 'mode': 1, 'key_confidence': 0.78, 'energy': 0.33, 'danceability': 0.49, 'valence': 0.8, 'instrumentalness': 0.77, 'acousticness': 0.96, 'loudness': 0.28, 'segments': {'count': 61, 'average_duration': 0.46}, 'beats': {'count': 61, 'regularity': 0.95}}",
